Source,Target,Type,Id,Label,Weight
24,6404,Undirected,329,,1
24,2345,Undirected,330,,1
24,6202,Undirected,331,,1
24,1396,Undirected,332,,1
24,6138,Undirected,333,,1
24,1283,Undirected,334,,1
25,4816,Undirected,335,,1
26,5721,Undirected,336,,1
26,736,Undirected,337,,1
26,1214,Undirected,338,,1
26,3493,Undirected,339,,1
26,2779,Undirected,340,,1
26,5969,Undirected,341,,1
26,4732,Undirected,342,,1
26,3053,Undirected,343,,1
26,6659,Undirected,344,,1
26,4949,Undirected,345,,1
26,2381,Undirected,346,,1
26,5068,Undirected,347,,1
26,4079,Undirected,348,,1
26,3621,Undirected,349,,1
26,4623,Undirected,350,,1
26,1414,Undirected,351,,1
26,3288,Undirected,352,,1
26,3290,Undirected,353,,1
26,6121,Undirected,354,,1
26,792,Undirected,355,,1
26,2439,Undirected,356,,1
26,2061,Undirected,357,,1
26,788,Undirected,358,,1
26,1237,Undirected,359,,1
26,4721,Undirected,360,,1
26,6941,Undirected,361,,1
26,3991,Undirected,362,,1
26,4665,Undirected,363,,1
26,2180,Undirected,364,,1
26,2201,Undirected,365,,1
26,6716,Undirected,366,,1
26,4624,Undirected,367,,1
26,2403,Undirected,368,,1
26,2861,Undirected,369,,1
26,2864,Undirected,370,,1
26,6001,Undirected,371,,1
26,2972,Undirected,372,,1
26,2527,Undirected,373,,1
26,587,Undirected,374,,1
26,5315,Undirected,375,,1
26,890,Undirected,376,,1
26,683,Undirected,377,,1
26,5122,Undirected,378,,1
26,4196,Undirected,379,,1
26,2658,Undirected,380,,1
26,6352,Undirected,381,,1
26,56,Undirected,382,,1
26,392,Undirected,383,,1
26,2662,Undirected,384,,1
26,4124,Undirected,385,,1
26,4330,Undirected,386,,1
26,6669,Undirected,387,,1
26,2426,Undirected,388,,1
26,5842,Undirected,389,,1
26,5328,Undirected,390,,1
26,3557,Undirected,391,,1
26,408,Undirected,392,,1
26,275,Undirected,393,,1
26,2047,Undirected,394,,1
26,5033,Undirected,395,,1
26,2591,Undirected,396,,1
26,3458,Undirected,397,,1
26,1829,Undirected,398,,1
26,6980,Undirected,399,,1
26,4141,Undirected,400,,1
26,5138,Undirected,401,,1
26,3691,Undirected,402,,1
26,2106,Undirected,403,,1
26,2343,Undirected,404,,1
26,2904,Undirected,405,,1
26,3342,Undirected,406,,1
26,5802,Undirected,407,,1
26,1691,Undirected,408,,1
26,2451,Undirected,409,,1
26,6050,Undirected,410,,1
26,6387,Undirected,411,,1
26,2352,Undirected,412,,1
26,2466,Undirected,413,,1
26,3757,Undirected,414,,1
26,5393,Undirected,415,,1
26,2845,Undirected,416,,1
26,3739,Undirected,417,,1
26,4932,Undirected,418,,1
26,6368,Undirected,419,,1
26,3042,Undirected,420,,1
26,2805,Undirected,421,,1
26,5485,Undirected,422,,1
26,560,Undirected,423,,1
26,2928,Undirected,424,,1
26,6192,Undirected,425,,1
27,155,Undirected,426,,1
28,6734,Undirected,427,,1
28,1089,Undirected,428,,1
29,2447,Undirected,429,,1
29,372,Undirected,430,,1
29,2894,Undirected,431,,1
30,1059,Undirected,432,,1
30,2284,Undirected,433,,1
30,3275,Undirected,434,,1
30,5276,Undirected,435,,1
30,6412,Undirected,436,,1
30,6892,Undirected,437,,1
30,5882,Undirected,438,,1
30,211,Undirected,439,,1
30,932,Undirected,440,,1
30,1481,Undirected,441,,1
30,1328,Undirected,442,,1
30,2179,Undirected,443,,1
30,370,Undirected,444,,1
30,6821,Undirected,445,,1
30,5556,Undirected,446,,1
30,4152,Undirected,447,,1
30,3052,Undirected,448,,1
30,372,Undirected,449,,1
30,1701,Undirected,450,,1
30,6922,Undirected,451,,1
30,6121,Undirected,452,,1
30,4895,Undirected,453,,1
30,3065,Undirected,454,,1
30,6941,Undirected,455,,1
30,3520,Undirected,456,,1
30,607,Undirected,457,,1
30,5451,Undirected,458,,1
30,5569,Undirected,459,,1
30,458,Undirected,460,,1
30,2345,Undirected,461,,1
30,3290,Undirected,462,,1
30,367,Undirected,463,,1
30,4310,Undirected,464,,1
30,2566,Undirected,465,,1
30,3278,Undirected,466,,1
30,3219,Undirected,467,,1
31,1059,Undirected,468,,1
31,5148,Undirected,469,,1
6508,6835,Undirected,470,,1
6508,2887,Undirected,471,,1
32,2210,Undirected,472,,1
32,5224,Undirected,473,,1
32,1111,Undirected,474,,1
32,6315,Undirected,475,,1
32,2439,Undirected,476,,1
32,2586,Undirected,477,,1
32,2074,Undirected,478,,1
32,6410,Undirected,479,,1
32,5276,Undirected,480,,1
33,1990,Undirected,481,,1
33,2694,Undirected,482,,1
33,6114,Undirected,483,,1
34,2447,Undirected,484,,1
34,1542,Undirected,485,,1
34,5969,Undirected,486,,1
34,3118,Undirected,487,,1
34,2009,Undirected,488,,1
34,2803,Undirected,489,,1
34,2882,Undirected,490,,1
34,4315,Undirected,491,,1
34,5007,Undirected,492,,1
34,4913,Undirected,493,,1
34,4374,Undirected,494,,1
35,6224,Undirected,495,,1
35,2511,Undirected,496,,1
35,2006,Undirected,497,,1
35,4049,Undirected,498,,1
35,2737,Undirected,499,,1
35,5839,Undirected,500,,1
35,1352,Undirected,501,,1
35,6853,Undirected,502,,1
35,7040,Undirected,503,,1
35,3202,Undirected,504,,1
35,3371,Undirected,505,,1
35,6974,Undirected,506,,1
35,4798,Undirected,507,,1
6428,1883,Undirected,508,,1
6428,1103,Undirected,509,,1
6428,3936,Undirected,510,,1
6428,237,Undirected,511,,1
6428,2089,Undirected,512,,1
6428,5842,Undirected,513,,1
6428,5595,Undirected,514,,1
36,6664,Undirected,515,,1
36,2447,Undirected,516,,1
36,166,Undirected,517,,1
36,1142,Undirected,518,,1
36,567,Undirected,519,,1
36,5345,Undirected,520,,1
37,6776,Undirected,521,,1
37,1682,Undirected,522,,1
37,6136,Undirected,523,,1
37,4949,Undirected,524,,1
38,7069,Undirected,525,,1
38,1773,Undirected,526,,1
39,4333,Undirected,527,,1
39,742,Undirected,528,,1
39,6019,Undirected,529,,1
39,4444,Undirected,530,,1
40,3401,Undirected,531,,1
40,4016,Undirected,532,,1
40,2634,Undirected,533,,1
40,4140,Undirected,534,,1
41,3453,Undirected,535,,1
41,3886,Undirected,536,,1
41,6033,Undirected,537,,1
41,6526,Undirected,538,,1
41,5377,Undirected,539,,1
41,1205,Undirected,540,,1
41,5589,Undirected,541,,1
42,2128,Undirected,542,,1
42,6275,Undirected,543,,1
42,4621,Undirected,544,,1
42,1568,Undirected,545,,1
44,4178,Undirected,546,,1
44,401,Undirected,547,,1
44,4024,Undirected,548,,1
44,2586,Undirected,549,,1
44,948,Undirected,550,,1
45,301,Undirected,551,,1
46,4406,Undirected,552,,1
46,2740,Undirected,553,,1
46,581,Undirected,554,,1
46,6776,Undirected,555,,1
46,3401,Undirected,556,,1
46,4213,Undirected,557,,1
46,7069,Undirected,558,,1
46,6320,Undirected,559,,1
46,6136,Undirected,560,,1
47,1158,Undirected,561,,1
49,5304,Undirected,562,,1
49,538,Undirected,563,,1
49,1276,Undirected,564,,1
49,3731,Undirected,565,,1
49,6216,Undirected,566,,1
4696,2195,Undirected,567,,1
4696,3586,Undirected,568,,1
51,395,Undirected,569,,1
51,5151,Undirected,570,,1
52,4780,Undirected,571,,1
52,3422,Undirected,572,,1
52,5931,Undirected,573,,1
52,3642,Undirected,574,,1
52,6438,Undirected,575,,1
52,6563,Undirected,576,,1
53,1947,Undirected,577,,1
53,2107,Undirected,578,,1
53,4958,Undirected,579,,1
53,3192,Undirected,580,,1
53,2381,Undirected,581,,1
53,6489,Undirected,582,,1
53,5576,Undirected,583,,1
53,1960,Undirected,584,,1
53,790,Undirected,585,,1
1150,3401,Undirected,586,,1
1150,6136,Undirected,587,,1
1150,4418,Undirected,588,,1
55,7053,Undirected,589,,1
55,5349,Undirected,590,,1
55,3458,Undirected,591,,1
55,2246,Undirected,592,,1
55,3005,Undirected,593,,1
55,2697,Undirected,594,,1
55,5404,Undirected,595,,1
55,3970,Undirected,596,,1
55,4411,Undirected,597,,1
55,5621,Undirected,598,,1
55,4819,Undirected,599,,1
55,2281,Undirected,600,,1
55,6284,Undirected,601,,1
55,6770,Undirected,602,,1
56,248,Undirected,603,,1
56,5842,Undirected,604,,1
56,4016,Undirected,605,,1
56,1482,Undirected,606,,1
56,198,Undirected,607,,1
56,6918,Undirected,608,,1
56,4702,Undirected,609,,1
56,6368,Undirected,610,,1
56,1924,Undirected,611,,1
56,1869,Undirected,612,,1
56,4076,Undirected,613,,1
56,2777,Undirected,614,,1
58,581,Undirected,615,,1
58,3178,Undirected,616,,1
58,1402,Undirected,617,,1
58,3017,Undirected,618,,1
58,1773,Undirected,619,,1
58,2792,Undirected,620,,1
58,6064,Undirected,621,,1
58,2352,Undirected,622,,1
58,2201,Undirected,623,,1
58,2466,Undirected,624,,1
58,1082,Undirected,625,,1
58,5448,Undirected,626,,1
59,6656,Undirected,627,,1
59,5976,Undirected,628,,1
59,1116,Undirected,629,,1
60,1684,Undirected,630,,1
60,507,Undirected,631,,1
60,6546,Undirected,632,,1
60,6280,Undirected,633,,1
61,2162,Undirected,634,,1
61,1657,Undirected,635,,1
61,6782,Undirected,636,,1
61,1472,Undirected,637,,1
61,2626,Undirected,638,,1
62,4555,Undirected,639,,1
62,6944,Undirected,640,,1
62,4949,Undirected,641,,1
62,425,Undirected,642,,1
63,5995,Undirected,643,,1
63,5965,Undirected,644,,1
64,2732,Undirected,645,,1
64,5842,Undirected,646,,1
64,4949,Undirected,647,,1
64,2201,Undirected,648,,1
65,2049,Undirected,649,,1
65,2023,Undirected,650,,1
65,792,Undirected,651,,1
65,2781,Undirected,652,,1
65,1481,Undirected,653,,1
65,1958,Undirected,654,,1
65,6955,Undirected,655,,1
65,5122,Undirected,656,,1
65,3612,Undirected,657,,1
65,577,Undirected,658,,1
65,5674,Undirected,659,,1
65,3320,Undirected,660,,1
65,3435,Undirected,661,,1
65,2081,Undirected,662,,1
65,4987,Undirected,663,,1
65,4816,Undirected,664,,1
65,6731,Undirected,665,,1
65,3412,Undirected,666,,1
65,3042,Undirected,667,,1
65,3691,Undirected,668,,1
65,6755,Undirected,669,,1
65,1846,Undirected,670,,1
66,1103,Undirected,671,,1
66,3401,Undirected,672,,1
67,6469,Undirected,673,,1
67,5512,Undirected,674,,1
69,1063,Undirected,675,,1
69,3465,Undirected,676,,1
69,3716,Undirected,677,,1
69,946,Undirected,678,,1
69,710,Undirected,679,,1
70,404,Undirected,680,,1
70,5045,Undirected,681,,1
70,5897,Undirected,682,,1
3503,4087,Undirected,683,,1
3504,6820,Undirected,684,,1
3504,1414,Undirected,685,,1
73,2310,Undirected,686,,1
73,2284,Undirected,687,,1
73,6565,Undirected,688,,1
73,4556,Undirected,689,,1
73,4940,Undirected,690,,1
73,1429,Undirected,691,,1
73,4244,Undirected,692,,1
73,2808,Undirected,693,,1
73,3104,Undirected,694,,1
73,859,Undirected,695,,1
73,4977,Undirected,696,,1
73,4580,Undirected,697,,1
73,4789,Undirected,698,,1
73,3231,Undirected,699,,1
73,3432,Undirected,700,,1
73,2360,Undirected,701,,1
73,2535,Undirected,702,,1
73,7081,Undirected,703,,1
73,4872,Undirected,704,,1
73,5890,Undirected,705,,1
73,4545,Undirected,706,,1
73,5351,Undirected,707,,1
73,4288,Undirected,708,,1
73,6305,Undirected,709,,1
73,3410,Undirected,710,,1
73,631,Undirected,711,,1
73,1009,Undirected,712,,1
74,4798,Undirected,713,,1
74,4796,Undirected,714,,1
74,1104,Undirected,715,,1
74,4916,Undirected,716,,1
75,2026,Undirected,717,,1
75,2732,Undirected,718,,1
75,6352,Undirected,719,,1
75,6059,Undirected,720,,1
75,1846,Undirected,721,,1
75,2440,Undirected,722,,1
75,5186,Undirected,723,,1
75,6178,Undirected,724,,1
75,5367,Undirected,725,,1
75,1407,Undirected,726,,1
75,2117,Undirected,727,,1
75,3852,Undirected,728,,1
75,3691,Undirected,729,,1
75,6137,Undirected,730,,1
75,6755,Undirected,731,,1
75,4863,Undirected,732,,1
75,2928,Undirected,733,,1
75,1520,Undirected,734,,1
76,596,Undirected,735,,1
76,2625,Undirected,736,,1
77,2732,Undirected,737,,1
77,3048,Undirected,738,,1
77,3272,Undirected,739,,1
77,3209,Undirected,740,,1
77,5566,Undirected,741,,1
78,3497,Undirected,742,,1
78,1329,Undirected,743,,1
78,6403,Undirected,744,,1
78,4181,Undirected,745,,1
79,3831,Undirected,746,,1
80,6367,Undirected,747,,1
80,6550,Undirected,748,,1
80,1674,Undirected,749,,1
80,4741,Undirected,750,,1
80,6597,Undirected,751,,1
80,5194,Undirected,752,,1
80,5886,Undirected,753,,1
80,2965,Undirected,754,,1
80,6025,Undirected,755,,1
80,1037,Undirected,756,,1
80,5765,Undirected,757,,1
80,2184,Undirected,758,,1
80,5047,Undirected,759,,1
80,2890,Undirected,760,,1
80,6548,Undirected,761,,1
80,1544,Undirected,762,,1
80,2339,Undirected,763,,1
81,2983,Undirected,764,,1
81,4198,Undirected,765,,1
81,3375,Undirected,766,,1
81,4121,Undirected,767,,1
81,1850,Undirected,768,,1
81,4700,Undirected,769,,1
81,1126,Undirected,770,,1
81,3864,Undirected,771,,1
81,1925,Undirected,772,,1
81,2845,Undirected,773,,1
81,1283,Undirected,774,,1
81,354,Undirected,775,,1
81,3270,Undirected,776,,1
81,1859,Undirected,777,,1
81,5624,Undirected,778,,1
81,4131,Undirected,779,,1
81,4190,Undirected,780,,1
82,5354,Undirected,781,,1
82,1484,Undirected,782,,1
83,4406,Undirected,783,,1
83,2834,Undirected,784,,1
83,5810,Undirected,785,,1
83,885,Undirected,786,,1
83,4071,Undirected,787,,1
83,1679,Undirected,788,,1
84,2481,Undirected,789,,1
84,4140,Undirected,790,,1
85,4963,Undirected,791,,1
85,881,Undirected,792,,1
85,5446,Undirected,793,,1
85,6242,Undirected,794,,1
85,417,Undirected,795,,1
85,314,Undirected,796,,1
85,3728,Undirected,797,,1
85,3867,Undirected,798,,1
85,399,Undirected,799,,1
85,5456,Undirected,800,,1
85,3269,Undirected,801,,1
85,4143,Undirected,802,,1
86,1046,Undirected,803,,1
86,6147,Undirected,804,,1
86,2345,Undirected,805,,1
86,2068,Undirected,806,,1
86,1177,Undirected,807,,1
86,6108,Undirected,808,,1
86,2250,Undirected,809,,1
86,2817,Undirected,810,,1
87,1773,Undirected,811,,1
88,4347,Undirected,812,,1
88,1924,Undirected,813,,1
88,5842,Undirected,814,,1
88,5269,Undirected,815,,1
88,5428,Undirected,816,,1
88,3925,Undirected,817,,1
89,4301,Undirected,818,,1
89,4213,Undirected,819,,1
89,5842,Undirected,820,,1
89,3936,Undirected,821,,1
89,640,Undirected,822,,1
90,4016,Undirected,823,,1
90,681,Undirected,824,,1
91,4621,Undirected,825,,1
91,5007,Undirected,826,,1
91,5269,Undirected,827,,1
91,710,Undirected,828,,1
91,573,Undirected,829,,1
91,824,Undirected,830,,1
91,3781,Undirected,831,,1
91,4700,Undirected,832,,1
91,737,Undirected,833,,1
91,4374,Undirected,834,,1
92,830,Undirected,835,,1
93,4383,Undirected,836,,1
93,4607,Undirected,837,,1
93,2613,Undirected,838,,1
93,1508,Undirected,839,,1
93,5051,Undirected,840,,1
93,2724,Undirected,841,,1
93,1512,Undirected,842,,1
93,1291,Undirected,843,,1
93,1936,Undirected,844,,1
93,6514,Undirected,845,,1
93,5974,Undirected,846,,1
93,6032,Undirected,847,,1
93,1408,Undirected,848,,1
93,3855,Undirected,849,,1
93,3285,Undirected,850,,1
93,2381,Undirected,851,,1
93,2732,Undirected,852,,1
93,3807,Undirected,853,,1
93,4742,Undirected,854,,1
93,3401,Undirected,855,,1
93,5738,Undirected,856,,1
93,2967,Undirected,857,,1
93,4840,Undirected,858,,1
93,6668,Undirected,859,,1
93,3405,Undirected,860,,1
93,3651,Undirected,861,,1
93,1947,Undirected,862,,1
93,975,Undirected,863,,1
93,6387,Undirected,864,,1
93,977,Undirected,865,,1
93,2439,Undirected,866,,1
93,4310,Undirected,867,,1
93,4414,Undirected,868,,1
93,4524,Undirected,869,,1
93,579,Undirected,870,,1
93,6915,Undirected,871,,1
93,2049,Undirected,872,,1
93,981,Undirected,873,,1
93,4639,Undirected,874,,1
93,1426,Undirected,875,,1
93,438,Undirected,876,,1
93,466,Undirected,877,,1
93,3083,Undirected,878,,1
93,5524,Undirected,879,,1
93,4730,Undirected,880,,1
93,1537,Undirected,881,,1
93,6931,Undirected,882,,1
93,246,Undirected,883,,1
93,7007,Undirected,884,,1
93,4202,Undirected,885,,1
93,3740,Undirected,886,,1
93,2524,Undirected,887,,1
93,477,Undirected,888,,1
93,5768,Undirected,889,,1
93,2722,Undirected,890,,1
93,144,Undirected,891,,1
93,776,Undirected,892,,1
93,999,Undirected,893,,1
93,480,Undirected,894,,1
93,5771,Undirected,895,,1
93,2768,Undirected,896,,1
93,1773,Undirected,897,,1
93,6685,Undirected,898,,1
93,3214,Undirected,899,,1
93,239,Undirected,900,,1
93,5542,Undirected,901,,1
93,2235,Undirected,902,,1
93,4442,Undirected,903,,1
93,3621,Undirected,904,,1
93,3440,Undirected,905,,1
93,7046,Undirected,906,,1
93,3998,Undirected,907,,1
93,1656,Undirected,908,,1
93,2026,Undirected,909,,1
93,596,Undirected,910,,1
93,1720,Undirected,911,,1
93,387,Undirected,912,,1
93,6477,Undirected,913,,1
93,2882,Undirected,914,,1
93,1165,Undirected,915,,1
93,529,Undirected,916,,1
93,4223,Undirected,917,,1
93,6481,Undirected,918,,1
93,794,Undirected,919,,1
93,1664,Undirected,920,,1
93,4988,Undirected,921,,1
93,4227,Undirected,922,,1
93,6359,Undirected,923,,1
93,6027,Undirected,924,,1
93,5556,Undirected,925,,1
93,3027,Undirected,926,,1
93,2088,Undirected,927,,1
93,1129,Undirected,928,,1
93,4014,Undirected,929,,1
93,2219,Undirected,930,,1
93,5224,Undirected,931,,1
93,6437,Undirected,932,,1
93,1461,Undirected,933,,1
93,5470,Undirected,934,,1
93,4686,Undirected,935,,1
93,4784,Undirected,936,,1
